,text,result
871,aaplhow remove apple pay credit cards remotely httptcohwdeeehttptcocjw,Neutral
872,apple inc campus auditorium fitness center httptcokqhafcbci aapl,Neutral
873,aaplapple loop iphone rumors steve jobs garage myth iphone c specuhttptcojqikzd,Neutral
874,mastercard debuts new ad spot starring apple pay gwen stefani httptcogppcwzetbu aapl gwenstefani,Neutral
875,woah cashback apple store cybermonday deals httptcoqo ipads iphones mac,Positive
876,rt theiphonews plus review new dawn apple apples iphone thursday december httptcood,Neutral
877,apple enterprise developer agreement wait seven hundred nineteen pages,Neutral
878,fuck apple iphone,Negative
879,worlds first applewatch hackathon apps challenges emerge httptcopkiaimuap via svbizjournal aapl,Neutral
880,messages arent sendingapple tf going,Negative
881,baseballbridget apple couldnt even get turkey tday dont care appleemojissuck,Negative
882,hey apple sprint im fan latest commercial,Negative
883,ive tried turning whats problem apple httptco,Negative
884,heres apples next great business httptcoifhyexqa via sai aapl,Neutral
885,awesome apple invented peanutbuttersandwich technology phones httptcodpzpoqzthx,Positive
886,rumors surface apple aapl httptcod,Neutral
887,apple get cha shit together fix phone,Negative
888,rt ovelhanegratv apple tv fades away streaming video player market apple vod streaming httptcojygticwlc,Negative
889,apple apple inc catching supply still lagging demand monday december httptcozirf,Neutral
890,oh apple many feedback assistant messages send anything,Negative
891,cant queue songs iphone apple timcook fixit,Negative
892,things didnt know could aapl httptcovuc httptcocfrytgvom,Neutral
893,phone turned imessage wont let turn back oh yeah message load send thanks apple,Negative
894,need talk apple,Neutral
895,ive waiting months iphone fuck apple att,Negative
896,neimanmarcus utilizing ibeacons engagement send messages apple passbook personalization httptcoluhno via pymnts,Neutral
897,could apple inc sell million apple watches httptcozkfe aapl,Neutral
898,go apple idr code _,Neutral
899,recent market exit sold aapl long gain days aapl forex trading stocks,Neutral
900,real quick shout apple technology never working,Negative
901,apple boost profits holiday quarter beyond aapl aapl httptco,Neutral
902,profit apple aapl options trade trading finance short bet hedge httptcofajdq,Neutral
903,seems like apple customerservice going downhill say need new battery due charges months é change,Negative
904,aapliphone patent fraud case china complicated hacked photoshttptcot,Neutral
905,buy gb phone gbs use apple,Negative
906,teamcavuto apple macys stores blocked,Neutral
907,apple fuck u n weak ass iphone,Negative
908,rt slawfr spent eur apple iphone camera longer workstold got water iti unacceptable customer service apple,Negative
909,broke rd charger month get shit together apple,Negative
910,apple doesnt even handle lol siri knows nothing wanted tell mac peeps,Negative
911,take stress looking christmas presents amp get student discount apple httptcoulqhvlvzly httptcogb,Positive
912,apple incs ipad sales peaked aapl httptcom,Neutral
913,last month ip cable month earpiece give break apple,Negative
914,lot times people dont know want show steve jobs aapl apple,Neutral
915,apple inc seo walk mystery httptcoywvclgnwlz httptcouimroahqpk aapl,Neutral
916,im learning ipod touch influenster apple httptcolsx,Neutral
917,apple beginning think products crap,Negative
918,well thanks apple losing songs classic every photo itouch deleted greatcompany,Negative
919,aaplsteve jobs defends apple taped depositionhttptcooxigddequ,Neutral
920,top ios apps apple names elevate brain training iphone app httptcotyrnmygndp,Neutral
921,apple fucking hate httptcordot,Negative
922,apple really know mouse batteries havent inceased charge since last time mac told low,Negative
923,final aapl putcallratios monday december httptcoh via hamzei,Neutral
924,briannaurie apple autocorrect shit,Negative
925,apple google facebook programming languages httpstcoxaevh code analysis web tech nerdup,Neutral
926,afterhours buzz aapl bobe amp check companies making headlines bell tuesday httptcobjp,Neutral
927,u delete contact actually deleted fml fuck u apple,Negative
928,tomadler shortyawards apple agree get explicitly imply free,Neutral
929,ive sent computer apple twice repairs last month time comes back new problem something isnt right,Negative
930,shortyawards apple confusing u wonder means u going get bill later ur download please use free free,Negative
931,headxcreeps apple fuck apple,Negative
932,g draining battery fix apple,Negative
933,apple u used b cool happened,Negative
934,heres deal im taking phone beating shit fuck appstore apple whatever damn twitter fuck,Negative
935,plus vs galaxy note apple apple really snatched away phablet thursday decem httptcofdvb,Neutral
936,ace_kit_uk office_nerd apple deal still available,Neutral
937,notifications messed thank u apple,Negative
938,nonbanks google apple paypal moven venmo fintech via stevedenning banks master disruptive innovation httptcovrf,Neutral
939,left even shit apple,Negative
940,prettynumbers teamcavuto apple many reasons httpstcoivog,Neutral
941,dear apple kindly fuck format regards music listeners everywhere,Negative
942,im happy thnx fags apple,Positive
943,apples earbuds fucking weak literally cannot withstand god damn damage wasted much money fuck apple,Negative
944,steve wozniak calls apples legendary garage bit myth httptcokjtcrnr,Neutral
945,apple launches ten holidaythemed itunes radio stations ios blog httptcos aapl,Neutral
946,rt jpdesloges apple support new franchise ios stores india aapl aapl httptcolcaqyft,Neutral
947,dannyrosin apple interesting watch howif resolved,Neutral
948,one know retrieve deleted texts iphone apple apple textmessage,Neutral
949,aaplapples iphone gained significant share us japan germany httptcobtzgsvy,Neutral
950,youll back life soon apple,Positive
951,httptcobufpks follow appleholidays httptcogy,Neutral
952,big spending consumers cyber monday cybermonday paypal apple aapl ebay walmart wmt sales httptcowltjtzz,Neutral
953,iphone fucked thanks apple ee great help get new iphone,Negative
954,apple,Neutral
955,phone suck much apple,Negative
956,apple apple loop rumors jobs wozniaks garage myth iphone c saturday december httptcocqfqgmyv,Neutral
957,ipad mini unboxing httptcona via youtube apple ipadmini ipad macbook macbookpro startup hipster unboxing,Neutral
958,apple need hurry make middle finger emoji,Neutral
959,facebook founder attacks apple boss ridiculous comments httptco,Negative
960,hoping firefox cave apple allow browser engines openup could soon come ios techcrunch httptcoxoard,Neutral
961,rt codygotms lihdior_ apple fuck wrong witchall niggas,Negative
962,appleofficialll apple cant say enough awesome apple theyve already processed reorder phone ups lost,Positive
963,rt laurrynk dear apple replace phone battery sucks,Negative
964,f u apple ur geniuses suck ass,Negative
965,apple iphones future could save drop httptconlsp,Neutral
966,limfestival lolol stupid phone say best varied apple sort phone apols,Negative
967,rt donacamp brass band apple store broadway winterseve nyc httptcoufworzjgpp,Neutral
968,apple watchs highpriced fashion focus mark survey says aapl aapl httptcoiq,Neutral
969,beyond grave rt gma jurors set hear fr star witness apple trial steve jobs httptcovyas httptcos,Neutral
970,rt laur_va apple engineer makes printer lego httptcotvkzzb makers httptcon,Neutral
971,ugh annoyed chargers last weeks hate apple,Negative
972,robots fabricando iphone ipad pro apple apple watch apple tv el sunday december httptcon,Neutral
973,hate office emails pushing emails fetching settings says push appleprobs appleproblems apple,Negative
974,sign utterly broken wifi driver apple air sitting lap im desperate enough read email android phone,Negative
975,rt thehill department cites th century federal law get apple unlock iphones httptcoxqtf,Neutral
976,could apple inc sell million apple watches aapl aapl httptcoe,Neutral
977,iambrozie apple give edward scissorhands length fingers might able use,Negative
978,iphones future could save drop httptcotiubfslzgs aapl smhq,Neutral
979,thestreet corporate earnings contract short apple best kass aapl httptcospbpd,Neutral
980,doesnt itunes support flac files mean least able covert em yall fuckin petty apple,Negative
981,customer service apple best years enjoying products zero complains thanks apple,Positive
982,um wheres mango emoji apple,Neutral
983,apple honestly sucks,Negative
984,shouldnt take whole week replace harddrive apple ridiculous homework,Negative
985,apple watch sdk monetizaton download watchkit soon possible httptcoba,Neutral
986,block trade detected aapl,Neutral
987,appledec trading daily profit sh weekly profits sh aapl stockaction trading stocks mkt httptcoid,Neutral
988,rt hi_iamaaron dear apple u please stop making yall chargers cheap pieces shit im tired replace every months,Negative
989,apple deleted music customers ipods httptcofzmafuzrnl,Negative
990,mt msnarcissistic die hard apple customer truly displeased customer service given yesterday badservice,Negative
991,cnbc fat finger aapl look bobpisani days later,Neutral
992,apple expect httptco,Neutral
993,apple important stock earth httptcop aapl httptco,Neutral
994,archimage apple seen bunch people tweeting search twitter dev forums dont remember solution,Neutral
995,apple devices clobber androids cyber monday underdog catching aapl aapl httptcoy,Positive
996,apples international prices higher us forbes aapl httptco,Neutral
997,stevewoz amctheatres steve woz sits apple ii computer bloombergnews httpstcoygjzxrodxv,Neutral
998,rt steve wozniak calls apples legendary garage bit myth httptcokjtcrnr,Neutral
999,late apple inc cofounder steve jobs testifies itunes case httptcoumrfdsvfzo aapl,Neutral
1000,heres jimmy iovine convinced apple buy beats aapl httptcopgehotwfh httptcotzpyji,Neutral
1001,iphone battery life takes piss sort apple iphone iphone apple httptcodut,Negative
1002,dear apple worst idea ever fix httptcoejhg,Negative
1003,apple love gawd center damn calendar app fixed back center httptcolc,Negative
1004,c release date rumours leaked images apple apple said working friday decem httptcozmhpney,Neutral
1005,technical observation day tested dma apple aapl aapl httptcof,Neutral
1006,rt mariah_reagan jamesloera mariah_reagan true silly iphone apple get life together,Negative
1007,always impressed customer service apple store square one laptop works didnt cost dime,Positive
1008,listen apple youd think way keep brain sharp thru certain apps providesell uhreading muhfugs,Negative
1009,onerepublic apple follow pls,Neutral
1010,yo apple wtf wrong people make easier delete contacts already gosh damn,Negative
1011,rt jpdesloges crystal baller rebirth inch iphone insane apple rumors aapl aapl httptcoyvpazqumnt,Neutral
1012,iphone users face big change apple apples google search choice monday december httptcokkjqqda,Neutral
1013,phone plugged losing battery thanks apple,Negative
1014,apple cannot alttab back full screen app grrrr usability,Negative
1015,macbook love today apple,Positive
1016,apples first patent reassignment primesense buy hints mapping apple tv iphone aapl aapl httptcog,Neutral
1017,apple app store aint working,Negative
1018,seriously fing hate new version apple itunes spend hours trying figure synch wo deleting everything,Negative
1019,last night like apps whats apple hate,Negative
1020,trash apple,Negative
1021,apple samsung back courts apple samsungmobile httptcogx,Neutral
1022,room today presenting experience apple dep jamfsoftware herewegolakers,Neutral
1023,phone keeps fucking freezing apple,Negative
1024,rt hf imcatnoone apple cant even sync folders,Negative
1025,apple contact sync yosemite seriously screwed used much stable past icloud isync,Negative
1026,rt allisonsalz request custom gift wrap apple dont httptconx,Negative
1027,happened several times fuck apple deleted rivals music ipods yearshttptcoqbvcbmzvof mailonline,Negative
1028,aapl rt waltmossberg apple unveils new ipad air ads httptcoxcstkcpqwo via httptcoq,Neutral
1029,apple important stock earth httptcoorww aapl httptcovwzzww,Neutral
1030,aaplwatch list atampt nyset apple nasdaqaapl pandora media inc nyshttptcobxrxgda,Neutral
1031,apple ibooks picks operation paperclip one top ten nonfiction books year,Neutral
1032,done well apple gb ipod photo possible come end yrs battery wont charge httptcoogdnlcmw,Negative
1033,apple made clear today customer worth measly employee gave mis info stand behind,Negative
1034,rt muchtech apple planning open istores india httptcohhrlhfcdup,Neutral
1035,apple details elaborate transit navigation system patent applications aapl aapl httptcokmfhrqlr,Neutral
1036,apple ima need yall get shit together phone fucking something serious,Negative
1037,rt jpdesloges apple watch track february release testing underway rumour aapl aapl httptco,Neutral
1038,swift_addiction lol apple quicktime movs,Neutral
1039,apple fail since updating ipad os bug delete videos free memory forcing httptconn,Negative
1040,allowing apple final creative authority chase debut first spot featuring applepay week httptcog,Neutral
1041,rt jpdesloges apple fibonacci technicals levels intraday update aapl aapl httptcov,Neutral
1042,rt shuevey fuck apple,Negative
1043,apple last time checked thought bought iphone slippery ass bar soap disguised one didnt deserve,Negative
1044,time buy dip apple inc stock aapl aapl httptcomzlzxlhesl,Neutral
1045,well find go apple store see say,Neutral
1046,mark zuckerberg defends free facebook fires back apple ello httptcobcowolmizs,Neutral
1047,apple quarter eps use free app donkey stocks aapl httpstcocbugrehzs,Neutral
1048,yungshamwow apple apple sucks,Negative
1049,seriously wtf iphone fucking day wont let set alarm lecture fkn apple pay tuition,Negative
1050,iphone plus makes large phone sales iphone leads ios devices ios blog httptco aapl,Neutral
1051,pop message box iphones terrible apple,Negative
1052,hey apple iphone fully charged common battery life,Negative
1053,morgan stanley sells apple inc aapl stock still buy httptcotpsv aapl,Neutral
1054,zagkmerrick apple edn twitter,Neutral
1055,azakfeverafc phone awful green line need new one apple sort af,Negative
1056,get rich quick criminal capitalist steal clients products apple technology httptcokughhrehpf apple,Negative
1057,apple apple head back jobs ideology monday december httptcowpplcjgeyf,Neutral
1058,enjoying introductions apple connected launch event amazing edtech leaders room txed,Positive
1059,discontinued ipod classic selling online aapl aapl httptcoyqsxpw,Neutral
1060,samsung way better apple,Negative
1061,smiiingbarakat apple yeah apple ur slackin,Negative
1062,fuck fucking phone fucking tripping im fucking tired fucking bullshit im holding responsible apple,Negative
1063,bestbuysupport im told apple product price cant overrided must pay full price call back,Negative
1064,iphones mad sensitive bro cold dies even lot battery left hot shuts well smfh apple,Negative
1065,details apple inc ipad mini revealed httptcoyxwmp aapl,Neutral
1066,rt theywantvonnie dear apple please create middle finger emoji asap sincerely iphone users,Neutral
1067,best stakeholderengagement thenorthface fourpawsuk cargill theforesttrust apple greenpeace httptcotlzqrlqbt,Neutral
1068,new details apples giantsized ipad might leaked httptcod via inc,Neutral
1069,stevewoz watcha soldering iron woz bloombergnews apple ii computer swapping caps,Neutral
1070,onerepublic apple follow meeee,Neutral
1071,aapldont confuse morgan stanley decreasing apples weighting bhttptcovm,Neutral
1072,onerepublic apple wow thats amazing,Positive
1073,hey apple catch fucking maverick wave iphone didnt think surfsupsamsung,Negative
1074,literally trying get apple id reenabled since november actual fuck difficult,Negative
1075,apple sometimes restart phone make siri speak selection annoying fixit,Negative
1076,apple dont delete music iphone payed good money,Negative
1077,apples pt raised citigroup inc httptco aapl aapl,Neutral
1078,apple get shit together,Negative
1079,rt _iamgambino thank apple,Positive
1080,shelovesquez fuck apple im get note,Negative
1081,apple inc aapl focuses larger indian market share httptco aapl,Neutral
1082,plus review new dawn apple apples iphone thursday december httptcood,Neutral
1083,apple incs profit margin continue upward httptcokuaov aapl,Neutral
1084,top iphone ipad games apple apple names monument valley amp threes tuesday december httptcolkp,Neutral
1085,apple adds new apple tv channels ufc scene fusion dailymotion httptco aapl,Neutral
1086,idk phone aint shit problems apple fix shit,Negative
1087,apple ceo tim_cook namesake alabama antidiscrimination bill httptcomi,Neutral
1088,ubs increases apple apples sales revenue eps friday december httptcourogc,Neutral
1089,rt jodispicer whoknew isnt apple twitter httptcok interestingfact passingthetime,Neutral
1090,aaplafterhours buzz apple bob evans farms amp morehttptcophvzsfanso,Neutral
1091,annoying moment realise apple bend one side,Negative
1092,really pissed apple trying edit video cant convert files due mpeg component anymore os update,Negative
1093,emerge spring apple apple watch tuesday december httptcom,Neutral
1094,moved apple httptco,Positive
1095,aapliphone rumors might called iphone come styleshttptcoxbmuvdzpl,Neutral
1096,homekit soon youll control home iphone aapl aapl httptcoprk,Neutral
1097,insight apples time cook httptcorfgx tim_cook apple apple google microsoft httptcodeoerernmf,Neutral
1098,rt prozacnation_ battery die apple,Negative
1099,apple watch prototype male couch potato smithandbeta clorox zemanta digidaydbs httptcobxaw,Neutral
1100,cool minutes later yosemite x macbook bad almost year old computer still run strong apple winning,Positive
1101,lastpass debuts autopassword change feature easy password changes mac blog httptcoievxhr aapl,Neutral
1102,aye apple dont guys make apple headphones different colors,Neutral
1103,aaplapple loop iphone rumors jobs wozniaks garage myth iphone httptcojzhvi,Neutral
1104,apple make fucking phone screen doesnt break want phone naked free,Negative
1105,phone percent shut okay apple fuck,Negative
1106,apple inc ceo donates k pennsylvania school district httptcogkkgwuasr aapl,Positive
1107,isnt group facetime thing apple wtf,Negative
1108,way calling facetime calls ability move devices seamlessly apple timcook god,Neutral
1109,waywardhem nheagy apple thinking day wish would come true,Neutral
1110,love airmiles chaptersindigo amp apple earned miles blackfriday sale freemoney centsability cybermonday,Positive
1111,tschwettman apple e,Neutral
1112,rt wagner_tim robconeybeer need ip portfolio defend big companies look samsung apple court battles,Neutral
1113,aaplpacific crests apple analyst reiterates selling shareshttptcoxddln,Neutral
1114,autocorrect changes actual words words spell actual word wrong doesnt correct fuck yall niggas apple,Negative
1115,jakeflem apple yes seems fix good first time time passes deterioates change logic board,Negative
1116,illogikal apple nigga fuck yo couch lol,Negative
1117,hey apple wont let facetime claire stop rude,Negative
1118,amp apple deleted music customers ipods without telling httptcowg httptcoqb,Negative
1119,apple get shit together group chats,Negative
1120,congrats apple making iphone recording drm protected cant play anywhere want fail,Negative
1121,verrcktes gercht zum apple apple watch tuesday december httptcor,Neutral
1122,apple returns cash shareholders ideas invest aapl aapl httptcohp,Neutral
1123,rt r needs texas flag emoji apple,Neutral
1124,apple made mistake itæs time replace fix macbook pro graphics failure httptcojlt,Negative
1125,rt mrushh hey apple phone dying charger ur stuff sucks,Negative
1126,rt justpoetic_ fuck recently deleted photo album apple,Negative
1127,onerepublic apple crazy haha guys follow please,Neutral
1128,apple inc price close december apple aapl,Neutral
1129,aaplupdate taiwan nov export growth tops expectations despite china weahttptcounxqpt,Neutral
1130,blackberry kinda feel sorry apple tho goodjob last product guys,Negative
1131,die hard apple customer must say truly displeased customer service given yesterday badservice apple,Negative
1132,breaking aapl buy reiterated target set cantor aapl brief explanation httpstco aapl,Neutral
1133,apple fibonacci technicals levels last intraday update aapl aapl httptcopcgdlij,Neutral
1134,seriously apple stupid add macbook different stickers put hate gullible people,Negative
1135,fazenikan apple applenws appstore know iphone dies like,Negative
1136,goodbye graphics problems thank apple great customer service httptcouvohrizkye,Positive
1137,hey apple hundreds black white brown yellow ericgarner protestors bumrushed yo store stage diein amp nothing stolen xo,Neutral
1138,get ready unbreakable apple iphone investorplace aapl httptco,Neutral
1139,rt nydailynews steve wozniak stevewoz reveals apple start garage httptcorqzubcopx httptcokhb,Neutral
1140,onerepublic apple thats thinking today nearly two years mine lasts four hours,Negative
1141,chinese smartphone maker claims apple copied iphone design httptcojue aapl android,Negative
1142,brandivatemktg apple integrity cures evils mfi case,Neutral
1143,apple yall hoes,Negative
1144,apple acted unfairly suppressing digital music competition paul kedrosky aapl aapl httptco,Negative
1145,odd reason cant readd phone apple stop depriving jams,Negative
1146,rt proto_zsay maketh thee pesky b appears end peoples text messages apple tim_cook,Negative
1147,macbook pro annoying asus windows computer freezing laggy etc much apples excellence,Negative
1148,apple please work able still use phone someone calls successfully ignore moms call twitter,Negative
1149,apple handles customerserviceexperience httptcozjsuukaoyd,Neutral
1150,aw yeah monarchywpb sticker ride rhyot boommovement apple httptcod,Neutral
1151,rt breyythatsmee pictures storage full apple get together,Negative
1152,looks like software update saved storage iphone delete need apple applesupport,Neutral
1153,apple loses appeal trademark app store australia httptcoqfvwy,Negative
1154,news uber raised bill pre apple bill cash good times valley wait httptco,Neutral
1155,apple salut kcdentons photo httptconmwlvzvjhs,Positive
1156,apple ceo tim cook comes gay apple httptco via _net,Neutral
1157,kantar iphone helps apple gain share android iphone c outselling iphone plus us aapl aapl httptcokokn,Positive
1158,rt jpdesloges kantar worldpanel iphone sales october huge aapl aapl httptcobjs,Positive
1159,onerepublic apple jksontheradio legit thought pic,Neutral
1160,things happening apple,Neutral
1161,sealskevin teamcavuto apple hopefully endangering lives,Negative
1162,rt jpdesloges apple build major new rampd facility japan prime minister reveals aapl aapl httptcoyw,Neutral
1163,overheard apple employee tell use capital letters password cause easier remember applefail,Negative
1164,apples pt raised jmp securities outperform rating httptcod aapl aapl,Neutral
1165,intel inevitability httptcogizluhrphw aapl intc mchp,Neutral
1166,apple ceo tim cook talks technology senator orrin hatch washington dc trip httptcoiimibv aapl,Neutral
1167,rt mariabartiromo apple breaks b market cap httptcojcefcgzd apple openingbellfbn foxbusiness mblockrhino johnspallanzani,Neutral
1168,fantastic service today apple store touchwood thanks amp esp zach sorting battery problem quickly amp efficiently,Positive
1169,th charger ive buy mac gave wrong one apple applesuport fix wrongdoing give free one,Negative
1170,wdtuts baxleyglass one belongs apple ang third adobe via employeediscount,Neutral
1171,stevewoz passion engineeringdesign heart apple httptcot via bloombergtv,Neutral
1172,see guru fund managers hold apple aapl httptcodnmlxmfvh,Neutral
1173,reasons apple potential warren buffett stock reason isnt motley fool aapl httptcoyo,Neutral
1174,rt lawkitson wut apple money back kthx httptcomuzdam,Negative
1175,apple bought new iphone never gets reception places battery life worse nomoreapple,Negative
1176,heres apples picks best apps games httptcogv,Neutral
1177,aaplapple building million theatrehttptcoxtgtlgp,Neutral
1178,rt jpdesloges iphone makes ios success uk android fights back japan aapl aapl httptco,Neutral
1179,fuck offffff apple httptcovvqqxuhbrm,Negative
1180,nigxnog apple bruh means u type lot u fuckin punk bitch,Negative
1181,apple inc price close december apple aapl,Neutral
1182,apple dont got layaway lol need imac man,Neutral
1183,rt ecofantasy thinking upgrading yosemite think twice httptcori everyone rt asmsg apple,Negative
1184,rt ratingsnetwork apples pt raised canaccord genuity buy rating httptcolzoe aapl aapl,Neutral
1185,onerepublic apple awsome,Positive
1186,technology news apple trial feature unseen late stevejobs video deposition httptcoyvyotpdmzp,Neutral
1187,apple power cord caught fire yet another nontravelling power cord less year applecordfire httptcocid,Negative
1188,aaplapple inc aapl run overhttptco,Neutral
1189,apple chargers suck ass love break,Negative
1190,applewatch details exposed aapl httptcoo,Neutral
1191,apple deleted users nonitunes music didnt tell httptcoepdltw via appy_geek apple music,Negative
1192,rivals samsung lghtc suffering delays qualcomms bit snapdragon answer apples aapl aapl httptcorso,Neutral
1193,aaplcorrupt apple exec sentenced year prisonhttptcoucqyybqrgm,Negative
1194,attcares want stay apple samsungmobile dont get along,Positive
1195,thanks apple preview smartwatch fitnesstracker quantifiedself iot httptcosdnc,Positive
1196,aaplapple donating portion profit fight aidshttptcoqr,Positive
1197,lmfao rt hellvcopter cocky ass apple talking bout da fruit fuck apple httptcoaz,Negative
1198,apple important stock earth httptco aapl httptco,Neutral
1199,wearsy apple seem need us bank card apple hate,Negative
1200,someone apple tell reset appletv every day interesting theres ir remote code reset box,Negative
1201,final aapl putcallratios wednesday december httptcojut,Neutral
1202,spellcheck makes wanna stab somebody isnt fuckin word wanted use apple,Negative
1203,main differences apple carplay androidauto aapl goog httptcor httptcowejyx,Neutral
1204,certified zebra partnered apple business collaborated sap httptcomvhmioln,Neutral
1205,well imessage doesnt work thanks apple,Negative
1206,aapla lawsuit asks whether apple used itunes pricefixinghttptcok,Neutral
1207,pieces shit apple god damnit man,Negative
1208,final aapl putcallratios monday december httptcokpdgqeyy,Neutral
1209,fuck apple,Negative
1210,completely love apple right playing newphone amp digging pappajohns daycomplete pizza,Positive
1211,cnbctv apple heads trial aapl httptcolqiy,Neutral
1212,apple ur products shit break ur ruining life,Negative
1213,radbarakat apple domt think,Negative
1214,apple force people use vpn built button doesnt work ffs like want apples nsa data collection service,Negative
1215,thought shit suppose gorilla glass apple,Negative
1216,buzz sit home every friday night waiting invitation join apple dev team looks phone theyll call one day,Neutral
1217,thanks apple store robinatc helping iphone today great service smile apple,Positive
1218,cnbc tv day apple antitrust trial httptcovqqi aapl,Neutral
1219,anyone update yosemite macbook running like shit apple apple,Negative
1220,rt missionir apple important stock earth httptcoorww aapl httptcovwzzww,Neutral
1221,rt jpdesloges apple fibonacci technicals levels last intraday update aapl aapl httptcopcgdlij,Neutral
1222,apple inc aapl iphone sales dent android market share httptcov aapl,Neutral
1223,yo didnt touch phone right disconnected charger went apple gonna scrap right,Negative
1224,hey apple keyboard phone sorts drunk morning send help pls thx,Negative
1225,elgato launches thunderbolt dock k resolution support mac blog httptcohvlb aapl,Neutral
1226,apple lack true keyboard integration killing halfassed implementations arent solutions,Negative
1227,fuck apple,Negative
1228,rt group messages people apple,Negative
1229,apple canaccord merrill targets iphone cycle mostly priced stock says pac crest aapl aapl httptcoujwbfc,Neutral
1230,sampepper believe apple still given nature u accused disgusting,Negative
1231,rt onerepublic studio ft one outlet computers apple need batteries future httptcoket,Neutral
1232,rt china russia may ban apple products fearing espionage httptcoswqgd httptcokeuqp,Neutral
1233,apple health kit longer gathering data sigh,Negative
1234,dear apple yall please stop making yall chargers cheap pieces shit im tired replace every monthd,Negative
1235,rt marisalovexox phone went apple please tell mathematically possible,Negative
1236,apple accused deleting songs ipods without users knowledge httptcoyawto,Negative
1237,apple thanks making shittiest chargers,Negative
1238,trademark confusion apple app store trademark rejected australia approved europe amphttptcoeasponshkf,Neutral
1239,congrats apple mary sotos worldresources green power leadership awards greenemarktplc httptcosf,Positive
1240,activation airdrop ios kills wifi done apple,Negative
1241,users random vertical line showing screen since upgrading apple,Negative
1242,renoxalex apple hang loose,Neutral
1243,weightsmate apple total nightmare take big slice cake,Negative
1244,apple u need get ur fucking shit together let txt youtube,Negative
1245,hell apple thought lets put volume display front video absolutely dumb miss video every time adjust volume,Negative
1246,jakeflem apple weve previously deal issue really annoying try reset nvram httptcof,Negative
1247,apple hedging bets another small iphone aapl httptcofjyczt,Neutral
1248,apple ischool httptcoudov education applenws,Neutral
1249,yall petty hell apple,Negative
1250,apple needs icreep app,Neutral
1251,rt pyalot apple appleios rolled webgl months ago overtook google android webgl support levels,Positive
1252,rt jpdesloges apple fibonacci technicals levels last intraday update aapl aapl httptcomibko,Neutral
1253,apple quarter eps use free app donkey stocks aapl httpstcocbugrehzs,Neutral
1254,carlquintanilla thanks aapl coverage deeply invested one stock biz cant ignore,Neutral
1255,rt group messages people apple,Negative
1256,apple plans big india push stores aapl aapl httptco,Neutral
1257,swerviinnn apple hostile tn,Negative
1258,fuck fuck im sooooo sleep fix shit apple,Negative
1259,phone chargers terrible apple fix jesus,Negative
1260,aapl ipad wins ranking best android tablets seems reasonable right httptcoujgixpbfqg,Positive
1261,fans scramble ipod classic music player apple killed aapl httptco,Neutral
1262,apple fix garbage software mix update asap,Negative
1263,fuck apple,Negative
1264,fazenikan apple thing bought iphone came replace battery month two,Negative
1265,apple amp google work enterprise challenge julie anderson via informationweek httptcoqnh httptcorq,Neutral
1266,cheap chromebooks teach apple lesson price matters aapl aapl httptcocmf,Neutral
1267,laptop battery went straight apple,Negative
1268,ganondaif quality bad webcam pics excuse apple,Negative
1269,office today remotesupport techlife apple httptcoxaufntp,Neutral
1270,jimcramer used logic explain tol earnings paek housingits retaileraapl like amzn tech,Neutral
1271,iwatch finna drop fam apple,Neutral
1272,mazeonpace apple product line competes vs ipad needs ipad longer,Neutral
1273,apple market maker price range forecast update aapl aapl httptco,Neutral
1274,jakeflem apple get logic board completely replaced warranty theyll free make sure back,Neutral
1275,apple open new research site japan aapl aapl httptcoxve,Neutral
1276,apple yo new headphones got dont work send new ones ill dm u address,Negative
1277,handed apple device fix owner doesnt fancy waiting nowounder httptco,Negative
1278,google chromecast leapfrogs apple tv aging media player loses ground rivals httptcob aapl,Negative
1279,keyboard ever freezes im trying talk ian apple u hate sophian,Negative
1280,jane horvath director global privacy apple speaking,Neutral
1281,twdancecenter urbannutcracker apple store boylston st pm enjoy krumping meet director amp russellferg,Neutral
1282,torn googlenexus samsungmobile note apple iphone lol jk apple soul need save money android,Neutral
1283,apple ipod class action trial continue temporarily without plaintiff aapl aapl httptco,Neutral
1284,apple antitrust case hangs balance httptcocahbovhrje apple antitrust wow ipod,Neutral
1285,ive literally gone iphone cords little year apple fix suck,Negative
1286,video shows size inch ipad air plus mockup next iphones ipads macbook httptcostz aapl,Neutral
1287,iscuba degree camera rig cloud mobile gamed surface imask google padi apple samsung htc underwaterwearables cardboard pivot,Neutral
1288,hate phone cant use gone completely silent call apple would get even less help get,Negative
1289,apple ipod lawsuit reveal unseen steve jobs video httptcoqogbhe,Neutral
1290,aaplinch iphone five reasons apple wont make ithttptcopzahefqwlo,Neutral
1291,storage left fuck apple,Negative
1292,dannyrosin apple agreed,Neutral
1293,onerepublic apple amazing,Positive
1294,ipad game got shut way like k gold way httptcows cc apple,Negative
1295,fuck messages sent email phone number apple,Negative
1296,yeah thing im inspired apple course apple tv ad httptcobo apple tvad,Positive
1297,could punch whoever came new apple commercials makeitstop ahhhhhhh,Negative
1298,onerepublic apple working hard album,Neutral
1299,steve jobs defends apple grave ipod lawsuit aapl aapl httptcozkp,Neutral
1300,great fcp x update apple today nicely video editing,Positive
1301,thats happened music apple deleted music customers ipods httptcozvjoangfik,Negative
1302,matt_garber levifig dcurtis hah wasnt defending apple dont understand internet,Negative
1303,phones charging hour keeps losing percentage get ur shit together apple,Negative
